gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,-0.44031528592635544,0,1,1.613876060463074,1,0,2,1,1,1,1,1,1,2,1,3,-1.5021477831306453,-0.3190895076915029,0
0,-0.44031528592635544,0,1,0.6349479846893362,0,1,0,0,2,2,0,0,2,0,0,1,-0.6436775757725381,-0.08101349700607269,0
1,-0.44031528592635544,1,0,-0.6295007798517418,1,0,1,0,0,0,0,0,0,0,1,0,0.18318229449292597,-0.47431058088153266,1
1,-0.44031528592635544,1,1,1.613876060463074,1,2,1,2,2,2,2,2,2,2,1,1,1.587346742187194,2.5657267913621267,0
0,-0.44031528592635544,1,1,0.5533706450415247,1,0,2,1,1,1,1,1,1,2,0,3,-1.5137936967963561,-0.5825849206446304,0
0,-0.44031528592635544,0,0,1.613876060463074,1,2,1,0,2,2,2,2,2,2,1,0,1.5540727031423063,2.5156356163051945,0
1,-0.44031528592635544,0,0,-1.078176147914705,1,0,0,0,2,0,0,2,0,0,0,2,-0.18116843304859642,-0.8509619143100664,0
1,2.2710998958306754,1,0,1.002046013104488,1,2,1,0,0,2,0,2,2,0,0,2,1.1880582736485397,1.5188256304926955,1
1,-0.44031528592635544,0,0,-1.0373874780907992,1,0,0,0,0,2,2,2,0,0,0,0,-0.019789343680890383,-0.8121071705323666,0
1,-0.44031528592635544,0,1,0.023117937330750068,1,2,1,2,0,2,0,0,2,0,1,0,1.011705866710634,0.43212419444633343,0
1,-0.44031528592635544,0,0,-1.1189648177386107,1,0,2,1,1,1,1,1,1,0,0,3,-1.4954929753216677,-0.9611493059739336,0
1,-0.44031528592635544,0,0,-1.2005421573864221,1,0,1,0,2,0,0,0,0,0,0,1,0.3179421526247218,-0.910992163610078,0
0,2.2710998958306754,1,0,-0.5071347703800245,1,0,1,0,0,0,0,2,2,1,1,0,0.8686274988176161,-0.19045325919147824,0
1,-0.44031528592635544,1,1,1.613876060463074,1,2,2,1,1,1,1,1,1,2,0,0,-1.327459078144984,-0.24349097395764221,0
0,-0.44031528592635544,1,1,-1.2821194970342338,1,0,1,0,0,0,0,0,0,0,1,2,0.16321787106599295,-0.9775311871931675,1
0,-0.44031528592635544,1,1,0.1454839468024673,1,0,2,1,1,1,1,1,1,2,0,0,-1.4855107636082014,-0.6924864539784975,0
1,-0.44031528592635544,1,1,-0.5887121100278361,1,0,2,1,1,1,1,1,1,1,0,0,-1.492165571417179,-0.8561073642500673,0
1,-0.44031528592635544,0,0,1.613876060463074,1,2,0,2,2,2,2,2,2,2,0,0,0.901901537862504,1.9087363926127703,0
0,2.2710998958306754,0,0,0.512581975217619,1,2,0,2,0,0,2,0,2,0,1,2,0.17153638082721492,0.3385825532293923,0
1,-0.44031528592635544,1,0,-0.8742327987951762,1,2,1,0,2,0,0,0,0,0,1,0,0.5192500888462934,-0.6137874568192516,1
0,-0.44031528592635544,0,0,1.2467780320479223,1,0,2,1,1,1,1,1,1,2,1,3,-1.4738648499424907,-0.4370830306746024,0
1,-0.44031528592635544,0,0,1.3283553716957337,1,2,0,0,2,2,2,0,2,2,1,1,0.3096236428634998,1.1052106160849238,0
1,-0.44031528592635544,1,1,1.613876060463074,1,0,2,1,1,1,1,1,1,2,0,2,-1.4755285518947352,-0.37821820379689886,0
0,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,0,0,0,1,2,0.18983710230190318,-0.9771793615562445,1
0,-0.44031528592635544,0,0,-0.7926554591473648,1,0,2,1,1,1,1,1,1,1,0,3,-1.4871744655604457,-0.8880575299031505,0
0,-0.44031528592635544,1,0,1.3691440415196396,1,2,0,2,2,2,0,0,0,2,0,0,0.06672315783581839,0.9137295131895027,0
0,2.2710998958306754,1,0,1.5322987208152625,1,2,1,0,2,0,2,2,2,2,1,0,1.3161633239713582,2.223884206886677,0
1,-0.44031528592635544,1,1,1.3691440415196396,0,1,0,0,0,2,2,2,2,2,0,0,-0.3408838204640584,0.5890604176163635,0
0,-0.44031528592635544,1,0,1.3283553716957337,1,2,1,0,2,2,2,2,2,1,1,1,1.4359498645329545,2.1225364343505033,0
0,-0.44031528592635544,1,1,-0.9965988082668935,1,0,2,1,1,1,1,1,1,1,1,3,-1.5021477831306453,-0.944459577322392,1
1,-0.44031528592635544,1,0,-0.017670732493155674,1,2,1,0,0,0,2,0,0,1,1,2,0.4776575400401835,0.14362717216935506,0
0,-0.44031528592635544,1,1,-1.2005421573864221,1,0,1,0,0,0,0,2,0,0,1,2,0.5259048966552711,-0.9029221630631533,0
1,-0.44031528592635544,0,0,1.0428346829283937,1,0,1,2,2,0,0,2,2,1,0,0,1.1398109170334525,1.5077431229296163,0
0,-0.44031528592635544,0,0,0.0639066071546558,1,0,0,2,2,0,0,0,2,1,0,2,-0.018125641728646082,-0.10533344415838493,0
1,2.2710998958306754,1,0,1.287566701871828,1,2,1,0,2,2,0,0,2,0,1,2,0.9767681257135017,1.6662625614658007,0
0,-0.44031528592635544,1,0,1.5730873906391682,1,2,1,0,0,0,0,2,2,2,1,0,0.9584674042388135,1.8878907236250742,1
1,-0.44031528592635544,0,0,-0.915021468619082,1,2,1,0,0,0,0,0,0,0,0,2,0.3379065760516543,-0.6624273511238764,0
0,-0.44031528592635544,0,0,1.5730873906391682,1,2,1,2,2,2,2,2,2,2,1,1,1.605647463661883,2.5070818555075003,0
1,-0.44031528592635544,0,0,-0.3439800910844016,1,0,1,0,2,2,0,0,2,0,1,2,0.8203801422025286,-0.04635867176914289,0
1,-0.44031528592635544,0,0,-1.2413308272103278,1,0,1,0,0,2,2,0,0,0,1,2,0.49762196346711607,-0.9411832010785453,1
1,-0.44031528592635544,0,0,-1.2413308272103278,1,0,1,2,0,0,0,0,0,0,1,2,0.35953470143083166,-0.9250212108823883,1
1,-0.44031528592635544,1,1,1.613876060463074,1,0,2,1,1,1,1,1,1,2,1,1,-1.500484081178401,-0.38609030242305414,0
1,-0.44031528592635544,0,0,-0.7926554591473648,1,0,2,1,1,1,1,1,1,2,0,3,-1.4954929753216677,-0.9010750784693067,0
1,-0.44031528592635544,1,1,-1.0373874780907992,1,0,2,1,1,1,1,1,1,1,0,3,-1.4722011479902464,-0.9422606670916224,0
0,-0.44031528592635544,1,0,0.3086386260980903,1,2,0,0,2,0,0,0,0,0,0,1,-0.2759994443265269,0.03805749199010398,0
0,-0.44031528592635544,0,0,-0.6702894496756475,1,2,1,0,0,2,0,0,2,0,1,2,0.7837786992531521,-0.38281392617920745,1
1,-0.44031528592635544,1,1,0.8796800036327707,1,2,0,0,0,2,0,0,2,2,0,1,-0.051399680773533726,0.4910329995286523,0
1,-0.44031528592635544,1,1,0.4717933053937132,1,0,0,0,2,0,2,0,0,0,1,0,-0.3325653107028364,0.11282043983627216,0
1,-0.44031528592635544,0,0,-0.9558101384429878,1,0,1,0,0,0,0,0,0,0,0,3,0.17153638082721492,-0.7190712786685026,0
0,-0.44031528592635544,0,0,-1.078176147914705,0,1,0,2,0,0,0,0,0,0,0,0,-1.1793896043952328,-0.9372251626631599,0
0,-0.44031528592635544,0,0,-1.2821194970342338,0,1,0,0,0,0,0,0,0,0,0,2,-1.319140568383762,-0.9971234773493252,0
0,-0.44031528592635544,1,0,1.287566701871828,1,0,0,2,2,2,2,0,2,2,1,3,0.3146147487202327,1.0849366637572277,0
1,-0.44031528592635544,1,0,1.4099327113435454,1,2,0,2,2,2,2,0,0,2,0,1,0.19981931401536993,1.0486766340518363,0
1,-0.44031528592635544,0,1,-0.9965988082668935,0,1,0,2,0,0,2,0,2,2,1,3,-0.676951614817426,-0.8571848302631445,0
0,-0.44031528592635544,1,0,1.4915100509913568,1,0,1,2,2,0,2,2,2,1,1,1,1.3810477001088897,2.1810274464889763,0
0,2.2710998958306754,0,0,-0.7926554591473648,1,2,1,2,0,0,0,2,2,0,1,2,1.1947130814575173,-0.43294907944075556,1
1,-0.44031528592635544,0,0,-0.5887121100278361,1,2,1,0,0,2,0,2,0,1,1,1,0.8220438441547729,-0.2900638926453435,0
1,-0.44031528592635544,0,0,-1.0373874780907992,1,2,1,0,0,0,0,2,2,0,1,2,0.9634585100955464,-0.7287025054792737,1
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,2,2,2,2,2,2,1,1,1.7387436198414343,2.742892988655238,0
1,-0.44031528592635544,1,1,1.4915100509913568,1,0,2,1,1,1,1,1,1,2,0,0,-1.4871744655604457,-0.40286798748382663,0
0,-0.44031528592635544,1,1,1.450721381167451,1,2,0,2,2,2,0,2,0,1,1,1,0.26969479600963425,1.262366730278031,0
1,-0.44031528592635544,1,1,-1.2821194970342338,1,0,2,1,1,1,1,1,1,1,1,2,-1.4871744655604457,-0.9993443766824026,0
0,-0.44031528592635544,1,1,-1.3229081668581395,0,1,0,2,2,2,2,2,0,2,0,1,-0.2943001658012154,-0.393643559065748,0
0,-0.44031528592635544,1,1,-0.05845940231706142,1,2,1,0,0,2,2,2,2,0,1,2,1.3078448142101362,0.4181831035832537,1
1,-0.44031528592635544,0,0,0.4717933053937132,1,0,2,1,1,1,1,1,1,1,0,1,-1.5104662928918673,-0.640790074453103,0
1,2.2710998958306754,0,0,-1.1189648177386107,1,2,1,0,2,0,0,0,2,0,1,2,0.8286986519637506,-0.7871935176177465,1
0,2.2710998958306754,0,0,0.18627261662637304,1,2,1,0,0,0,0,2,2,0,1,2,1.0532984155167437,0.5663236858302053,1
1,-0.44031528592635544,1,0,0.8388913338088649,1,0,2,1,1,1,1,1,1,2,0,1,-1.4971566772739122,-0.5200479136815415,0
0,-0.44031528592635544,0,0,0.7165253243371477,1,2,1,2,2,0,2,2,2,2,1,2,1.4891883270047752,1.433068131492679,1
1,-0.44031528592635544,0,1,-1.2821194970342338,1,0,2,1,1,1,1,1,1,0,0,3,-1.4688737440857575,-0.9991024965570179,0
1,-0.44031528592635544,0,0,-0.915021468619082,1,2,0,2,0,0,0,0,0,0,1,1,-0.34587492632079153,-0.7583438153900486,0
1,-0.44031528592635544,1,0,1.5322987208152625,1,2,1,2,2,2,0,2,0,2,1,1,1.1464657248424297,2.045838445501258,0
0,-0.44031528592635544,1,0,1.2059893622240165,1,2,1,2,2,2,2,2,2,2,0,3,1.632266694897793,2.022486018850484,0
1,-0.44031528592635544,1,1,1.2467780320479223,1,2,0,2,2,2,0,2,2,2,0,1,0.619072205980957,1.3819874468319,0
0,-0.44031528592635544,1,1,1.613876060463074,1,0,0,2,0,2,2,2,2,2,1,0,0.5175863868940491,1.5807029643865538,0
1,-0.44031528592635544,1,1,-0.9965988082668935,1,0,0,0,0,0,0,2,0,0,1,2,-0.34920233022528036,-0.7992875238869797,0
1,-0.44031528592635544,0,0,-0.7926554591473648,0,1,0,0,0,0,0,0,0,0,1,0,-1.3224679722882509,-0.8622863019985302,0
0,2.2710998958306754,0,0,0.2270612864502788,1,2,1,0,0,0,2,2,2,0,1,2,1.1531205326514073,0.6340281318356029,1
1,-0.44031528592635544,1,1,1.124412022576205,1,0,0,0,2,0,2,2,2,2,0,0,0.4011272502369415,0.9901196546064402,0
0,-0.44031528592635544,1,1,1.2467780320479223,1,0,2,1,1,1,1,1,1,2,0,2,-1.5154573987486004,-0.45240943498306696,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,0,2,0,2,2,2,1,1,1.3344640454460464,2.3296297998843896,0
1,-0.44031528592635544,0,0,-0.017670732493155674,1,2,1,2,2,0,2,2,2,0,1,1,1.4392772684374435,0.5014998122271159,1
1,-0.44031528592635544,1,1,0.0639066071546558,1,0,1,0,2,2,0,2,0,0,1,2,0.8303623539159949,0.35146816718170254,0
1,-0.44031528592635544,0,0,-0.8334441289712705,1,2,2,1,1,1,1,1,1,1,0,1,-1.3291227800972283,-0.8849130882731497,0
1,-0.44031528592635544,1,1,-0.1400367419648729,1,2,1,0,0,2,0,0,2,0,1,2,0.808734228536818,0.17845791022474627,1
0,-0.44031528592635544,1,0,0.8388913338088649,1,0,1,0,0,0,2,2,2,1,1,2,0.9501488944775915,1.134478111256468,0
1,-0.44031528592635544,1,1,-0.915021468619082,1,0,2,1,1,1,1,1,1,0,1,1,-1.492165571417179,-0.9121355969300781,0
1,-0.44031528592635544,0,0,-0.1400367419648729,1,0,0,0,0,2,2,2,2,1,1,0,0.3478887877651206,-0.02140104064990734,0
0,-0.44031528592635544,1,0,1.613876060463074,1,2,1,2,0,2,2,2,0,2,1,0,1.108200579940809,2.0772388835966487,0
1,-0.44031528592635544,1,1,1.5730873906391682,1,0,2,1,1,1,1,1,1,2,0,3,-1.500484081178401,-0.3941822920722865,0
1,-0.44031528592635544,0,0,-0.8742327987951762,1,0,1,2,0,0,0,0,0,0,1,2,0.2863318155320782,-0.6600305389723374,1
1,-0.44031528592635544,0,1,-0.9558101384429878,1,0,0,0,0,0,0,2,0,0,0,2,-0.31759199313263675,-0.8104359987569817,1
0,-0.44031528592635544,1,0,-0.30319142126049586,1,0,2,1,1,1,1,1,1,1,1,0,-1.4871744655604457,-0.7848626727731306,0
1,-0.44031528592635544,0,1,-1.1597534875625164,1,2,1,0,2,0,0,2,2,0,1,2,1.2246597165979165,-0.8479054290892966,1
1,-0.44031528592635544,0,0,-0.46634610055611886,0,1,0,0,2,0,2,0,0,0,1,3,-0.9614446486512173,-0.665132010707723,0
1,-0.44031528592635544,1,1,0.0639066071546558,0,1,0,2,0,0,0,0,0,1,0,0,-1.1477792673025895,-0.5954265563923251,0
1,-0.44031528592635544,1,1,-0.7926554591473648,1,0,1,0,0,2,0,2,2,0,1,3,1.0566258194212328,-0.4968274216446139,1
1,-0.44031528592635544,1,0,-0.9965988082668935,1,2,1,0,0,0,0,0,2,0,1,0,0.6906113899274662,-0.7182137036785025,0
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,0,2,0,0,2,0.5192500888462934,-0.9728255192993205,1
1,-0.44031528592635544,1,1,0.7573139941610534,1,2,2,1,1,1,1,1,1,2,1,3,-1.3291227800972283,-0.4707043681030704,0
1,-0.44031528592635544,1,0,1.124412022576205,1,0,0,2,2,0,2,0,0,2,1,3,-0.1179477588633095,0.6480791682102208,0
0,-0.44031528592635544,0,0,-1.0373874780907992,1,0,2,1,1,1,1,1,1,0,0,0,-1.4938292733694234,-0.9477139644639311,1
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,2,1,1,1,1,1,1,0,1,3,-1.5071388889873785,-0.9996082459100949,1
1,-0.44031528592635544,1,1,-0.7926554591473648,1,0,0,0,0,0,0,0,0,0,0,0,-0.6686331050562041,-0.762301853805434,0
1,-0.44031528592635544,0,1,-0.7110781194995532,1,2,1,0,2,0,0,2,0,0,1,2,0.8686274988176161,-0.3793176589122837,0
0,-0.44031528592635544,0,0,-0.30319142126049586,1,0,0,2,2,2,2,2,0,1,0,3,0.3129510467679884,-0.18856219639301636,1
1,-0.44031528592635544,1,0,1.613876060463074,1,2,2,1,1,1,1,1,1,2,0,1,-1.2991761449568293,-0.1848680272053233,0
1,2.2710998958306754,1,0,-0.5071347703800245,1,2,1,0,2,0,2,2,2,0,0,2,1.4026758254880665,-0.0529993806660672,0
1,-0.44031528592635544,0,0,1.4099327113435454,1,0,2,1,1,1,1,1,1,2,0,0,-1.4954929753216677,-0.43134387497229365,0
1,-0.44031528592635544,1,0,-0.1400367419648729,0,1,0,0,0,0,0,2,2,0,1,2,-0.6320316621068274,-0.42226237571921493,0
1,-0.44031528592635544,0,0,1.3691440415196396,1,2,0,2,2,2,2,0,0,2,0,0,0.12828013006886077,0.9477246653572016,0
1,-0.44031528592635544,0,0,-1.1597534875625164,1,0,2,1,1,1,1,1,1,0,0,3,-1.5271033124143112,-0.9759259827247058,0
0,-0.44031528592635544,0,0,-1.2005421573864221,0,1,0,0,0,0,0,2,0,0,0,1,-0.9880638798871275,-0.9603137200862413,1
0,-0.44031528592635544,1,1,0.9612573432805821,1,2,0,2,2,2,2,2,0,2,0,1,0.5442056181299593,1.023740992034908,0
0,-0.44031528592635544,1,1,-1.2005421573864221,1,0,2,1,1,1,1,1,1,0,0,3,-1.5054751870351342,-0.981555192915476,0
1,-0.44031528592635544,0,0,-0.9558101384429878,1,0,1,0,0,2,0,0,0,0,1,2,0.2963140272455445,-0.6984894789084988,0
0,-0.44031528592635544,1,0,-0.5887121100278361,1,0,1,2,0,0,0,0,0,0,0,2,0.32958806629043236,-0.3757994025430523,0
0,-0.44031528592635544,1,1,1.1652006924001108,1,0,0,0,0,2,2,2,2,2,1,0,0.2963140272455445,1.0218279401341388,0
1,-0.44031528592635544,0,0,-0.915021468619082,1,0,1,2,0,2,0,0,0,0,1,3,0.49762196346711607,-0.6179873753600218,0
0,-0.44031528592635544,0,0,-0.18082541178877864,1,2,1,0,2,0,0,0,2,0,1,2,0.8336897578204839,0.14644177726474025,1
1,-0.44031528592635544,1,0,0.349427295921996,1,0,2,1,1,1,1,1,1,2,1,2,-1.5021477831306453,-0.6126660126015592,0
0,2.2710998958306754,0,0,-0.9965988082668935,1,2,1,0,0,0,0,0,2,0,0,2,0.6756380723572665,-0.7022496154031148,0
0,-0.44031528592635544,1,1,-0.6702894496756475,0,1,0,0,0,0,0,0,2,0,1,1,-0.9780816681736613,-0.7651604371054346,0
1,2.2710998958306754,1,0,-0.2216140816126844,1,2,1,0,0,0,0,0,0,0,1,2,0.35287989362185396,-0.17530276770147532,1
1,-0.44031528592635544,0,0,-1.2005421573864221,1,0,2,1,1,1,1,1,1,0,1,1,-1.4688737440857575,-0.9787185987177832,0
1,-0.44031528592635544,0,0,-1.2821194970342338,0,1,0,0,0,0,2,0,0,0,0,3,-1.1893718161086992,-0.9954083273693248,0
0,-0.44031528592635544,1,1,0.023117937330750068,1,2,1,0,2,2,2,0,0,0,0,1,0.788769805109885,0.2621704227101469,0
1,-0.44031528592635544,1,1,-1.078176147914705,1,2,2,1,1,1,1,1,1,2,0,3,-1.314149462527029,-0.9408093863393143,0
0,-0.44031528592635544,0,0,-1.0373874780907992,1,0,2,1,1,1,1,1,1,0,0,3,-1.4821833597037126,-0.94199679786393,0
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,2,1,1,1,1,1,1,0,0,3,-1.4572278304200468,-0.998948572840864,0
0,-0.44031528592635544,1,1,0.512581975217619,1,2,2,1,1,1,1,1,1,2,1,1,-1.3391049918106948,-0.4931112633546132,0
0,-0.44031528592635544,0,0,-0.5887121100278361,1,2,1,0,0,0,2,2,2,0,1,0,1.1631027443648736,-0.2267572671014852,1
0,-0.44031528592635544,1,0,0.8796800036327707,1,2,1,2,2,2,2,2,2,1,1,3,1.6555585222292146,1.6522335141934903,0
1,2.2710998958306754,1,0,1.3283553716957337,1,2,1,2,2,0,0,2,0,2,1,1,0.9251933651939256,1.6165671902504064,0
1,-0.44031528592635544,1,1,1.3691440415196396,1,2,0,0,2,2,0,2,2,2,0,0,0.49762196346711607,1.2940090484988063,0
1,-0.44031528592635544,0,0,1.287566701871828,1,2,1,2,2,0,0,0,0,1,1,1,0.6456914372168673,1.317801257195734,0
0,-0.44031528592635544,0,0,-0.7926554591473648,0,1,0,2,0,0,0,0,0,0,1,0,-1.13280594973239,-0.834909869625448,0
0,2.2710998958306754,0,0,-1.1189648177386107,0,1,0,0,2,0,0,0,0,0,0,2,-1.2126636434401208,-0.9505945368662393,1
1,-0.44031528592635544,1,1,1.613876060463074,1,2,0,2,2,2,2,0,2,2,0,1,0.5358871083687373,1.5205187913703881,0
1,2.2710998958306754,0,0,0.4310046355698075,1,0,1,0,0,0,0,2,2,0,1,3,0.8203801422025286,0.6879014324894593,1
0,2.2710998958306754,0,0,-0.5887121100278361,1,0,1,0,2,0,0,0,0,0,1,2,0.32626066238594376,-0.4388861370638336,0
1,-0.44031528592635544,0,0,-0.9965988082668935,1,0,0,0,0,0,0,2,2,0,1,2,0.04509503245664108,-0.7679090748938966,0
1,-0.44031528592635544,1,1,-1.3229081668581395,1,2,2,1,1,1,1,1,1,2,0,3,-1.3025035488613181,-0.393643559065748,0
1,-0.44031528592635544,1,1,0.349427295921996,1,0,0,2,2,2,0,0,0,1,1,0,-0.1528854998604419,0.0961966784916537,0
0,-0.44031528592635544,0,0,0.0639066071546558,1,2,0,0,0,0,2,2,0,0,0,3,0.003502483650531228,-0.05939820943760697,0
1,-0.44031528592635544,1,1,0.512581975217619,1,0,0,2,2,2,2,2,2,2,1,3,0.6473551391691115,0.6884731491494596,0
1,-0.44031528592635544,1,0,0.7573139941610534,1,2,1,0,0,0,0,2,2,0,1,2,0.9900777413314571,1.108333068612617,1
1,2.2710998958306754,0,0,-0.7518667893234591,1,0,1,0,0,0,0,2,2,0,0,1,0.8503267773429278,-0.4514199253792206,1
1,-0.44031528592635544,1,0,0.8388913338088649,1,2,1,2,0,2,0,0,2,0,0,2,0.9651222120477911,1.203523892502635,1
0,-0.44031528592635544,1,0,-0.9558101384429878,1,2,1,2,2,2,0,0,0,0,0,0,0.893583028101282,-0.6274646784546389,1
0,-0.44031528592635544,0,0,-0.38476876090830736,1,2,1,0,0,0,0,0,0,0,0,0,0.35620729752634256,-0.23482726764840986,1
0,-0.44031528592635544,1,1,1.0428346829283937,1,0,2,1,1,1,1,1,1,2,1,3,-1.4988203792261565,-0.4985865498292297,0
0,-0.44031528592635544,1,1,1.4099327113435454,1,2,0,2,0,0,0,2,2,2,1,2,0.35287989362185396,1.2915902472449596,0
0,2.2710998958306754,0,0,-0.7518667893234591,1,2,1,0,2,2,0,2,2,0,1,2,1.329472939589313,-0.3347457485345828,1
1,-0.44031528592635544,1,0,1.613876060463074,1,2,0,0,2,2,2,2,2,2,1,0,0.6739743704050222,1.7695233859027435,0
1,-0.44031528592635544,0,0,-0.915021468619082,1,2,1,0,2,0,0,0,0,0,1,0,0.5259048966552711,-0.6613278960084916,1
1,-0.44031528592635544,0,0,-0.3439800910844016,1,0,0,2,0,0,0,0,0,0,1,2,-0.45734295712116596,-0.4471980177361428,0
1,2.2710998958306754,0,0,-0.9965988082668935,1,2,1,0,0,2,0,0,0,0,1,2,0.5442056181299593,-0.7505376840708163,1
0,2.2710998958306754,1,0,-0.1400367419648729,0,1,0,2,0,2,0,0,2,0,1,2,-0.6619782972472263,-0.46788976300768526,0
1,-0.44031528592635544,1,1,0.7981026639849592,1,0,0,0,2,2,2,2,0,1,1,2,0.12828013006886077,0.5234669254325047,0
1,2.2710998958306754,0,0,-0.5479234402039304,1,2,1,0,2,0,0,2,0,0,1,2,0.7754601894919302,-0.22726301645456223,1
1,-0.44031528592635544,0,0,0.7981026639849592,1,0,1,2,0,2,0,2,0,1,0,2,0.8769460085788381,1.0755912952764568,0
0,-0.44031528592635544,1,0,1.450721381167451,1,2,1,2,2,2,2,2,2,2,0,3,1.7869909764565215,2.5056525638575002,0
1,-0.44031528592635544,0,0,-1.0373874780907992,1,2,1,0,0,0,0,0,2,0,1,3,0.6756380723572665,-0.7432373021046611,1
1,-0.44031528592635544,1,1,-0.9965988082668935,1,0,2,1,1,1,1,1,1,2,0,1,-1.5071388889873785,-0.9532552182454707,0
0,-0.44031528592635544,1,1,1.0428346829283937,1,2,2,1,1,1,1,1,1,2,0,1,-1.3224679722882509,-0.3442010625268923,0
0,-0.44031528592635544,1,0,-0.6295007798517418,1,2,1,0,0,0,0,2,2,0,0,2,0.9218659612894365,-0.31350427570534795,0
1,-0.44031528592635544,0,1,-1.2821194970342338,1,2,1,0,0,2,0,2,2,0,1,2,1.159775340460385,-0.9643597149108574,1
0,2.2710998958306754,0,0,-0.017670732493155674,1,0,1,0,2,0,0,0,0,0,1,2,0.3162784506724775,-0.006866244024520058,1
1,-0.44031528592635544,1,0,0.7165253243371477,0,1,0,2,0,0,2,2,0,1,1,0,-0.6802790187219147,-0.0457869551091429,0
1,-0.44031528592635544,0,0,-1.2005421573864221,1,0,2,1,1,1,1,1,1,0,1,2,-1.4855107636082014,-0.981203367278553,0
1,-0.44031528592635544,0,0,-1.2821194970342338,1,0,1,0,0,0,0,2,2,0,1,2,0.8320260558682396,-0.9686915680654735,1
1,-0.44031528592635544,0,0,-1.2821194970342338,1,2,1,0,0,0,0,2,2,0,1,2,1.0166969725673674,-0.9662507777093193,1
0,-0.44031528592635544,0,0,0.023117937330750068,1,2,1,0,2,2,0,2,2,0,0,2,1.4193128450105104,0.5949974752394416,0
0,-0.44031528592635544,0,0,-1.2005421573864221,1,2,1,0,0,0,0,0,0,0,0,2,0.3728443170487865,-0.8949401189254594,0
1,-0.44031528592635544,1,0,0.0639066071546558,1,2,1,0,0,2,0,2,2,0,0,2,1.1963767834097616,0.543015237384047,0
0,-0.44031528592635544,1,1,0.9612573432805821,1,2,0,2,0,0,0,2,0,1,0,0,0.010157291459508899,0.536352539384815,0
1,-0.44031528592635544,1,1,0.9612573432805821,1,2,2,1,1,1,1,1,1,1,1,3,-1.3457597996196722,-0.37861400763843733,0
1,-0.44031528592635544,1,0,-0.9965988082668935,1,0,2,1,1,1,1,1,1,0,0,3,-1.4855107636082014,-0.9385884870062371,0
0,-0.44031528592635544,0,0,0.18627261662637304,1,0,2,1,1,1,1,1,1,1,1,2,-1.500484081178401,-0.7025574628354225,0
0,-0.44031528592635544,0,0,-0.6702894496756475,0,1,0,2,0,0,0,2,0,0,1,2,-0.8649499354210425,-0.7160367825500404,0
0,-0.44031528592635544,1,1,0.6757366545132419,1,2,2,1,1,1,1,1,1,2,0,3,-1.319140568383762,-0.47536605779230207,0
1,2.2710998958306754,1,0,-0.6702894496756475,1,2,1,0,0,2,0,2,2,0,1,2,1.1265013014154972,-0.3100519866430397,1
1,-0.44031528592635544,0,0,-0.9558101384429878,1,0,1,0,0,0,0,0,0,0,1,2,0.18650969839741458,-0.7452822886192768,0
1,-0.44031528592635544,0,0,-0.7926554591473648,1,2,1,0,0,0,2,2,2,0,0,2,1.193049379505273,-0.4306842019030628,0
1,-0.44031528592635544,1,1,1.4099327113435454,1,0,2,1,1,1,1,1,1,2,1,3,-1.4672100421335132,-0.38729970304997746,0
0,-0.44031528592635544,0,1,-1.2413308272103278,1,0,2,1,1,1,1,1,1,0,1,2,-1.5071388889873785,-0.9924617876600935,1
1,2.2710998958306754,0,1,-1.2821194970342338,1,0,0,0,0,2,0,0,0,0,1,3,-0.49061699616605386,-0.9861729044000923,1
1,-0.44031528592635544,1,0,-0.7518667893234591,0,1,0,0,0,0,0,2,2,0,0,2,-0.6170583445366277,-0.7145855017977325,1
1,2.2710998958306754,0,0,-1.2413308272103278,1,0,0,2,0,2,0,2,0,0,0,0,0.05008613831337445,-0.9666465815508577,1
1,-0.44031528592635544,0,0,-0.05845940231706142,1,0,0,0,0,2,2,0,0,0,1,2,-0.32091939703712563,-0.2537159065307211,1
1,-0.44031528592635544,0,0,-0.26240275143659014,1,0,2,1,1,1,1,1,1,0,0,3,-1.4638826382290244,-0.7802889394931298,0
0,-0.44031528592635544,1,1,-0.5887121100278361,1,0,2,1,1,1,1,1,1,0,1,3,-1.4855107636082014,-0.8314575805631396,0
0,-0.44031528592635544,1,1,1.2059893622240165,1,2,1,0,2,2,2,2,2,1,1,2,1.5274534719063961,2.0002990146220183,0
1,-0.44031528592635544,1,1,1.4099327113435454,1,0,0,2,2,0,0,0,0,2,1,0,-0.3558571380342578,0.6797434755333038,0
1,-0.44031528592635544,1,1,-1.1189648177386107,1,0,2,1,1,1,1,1,1,1,0,2,-1.4755285518947352,-0.9644916495247036,0
1,2.2710998958306754,1,0,1.450721381167451,0,1,0,2,2,2,0,0,0,2,1,2,-0.7634641163341344,0.2960556293663073,0
